Protein.Group	Protein.Names	Genes	First.Protein.Description	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D1_S1-A9_1_22178.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D1_S1-A10_1_22179.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D2_S1-A11_1_22180.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D2_S1-A12_1_22181.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D3_S1-B1_1_22182.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D3_S1-B2_1_22183.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D4_S1-B3_1_22184.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_D4_S1-B4_1_22185.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L1_S1-B1_1_22186.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L1_S1-B2_1_22187.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L2_S1-B3_1_22188.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L2_S1-B4_1_22189.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L3_S1-A5_1_22174.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L3_S1-A6_1_22175.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L4_S1-A7_1_22176.d	D:\MassSpecData\2024\Nov24\TessZFEyeProt\241010kw_TessZFEyeProt_L4_S1-A8_1_22177.d
Q502J1	Q502J1_DANRE	napba		374619	368705	388483	396289	348327	332383	339843	345472	402082	390166	442935	449011	377418	382440	376572	388330
Q502J7	DCTN6_DANRE	dctn6		34842.3	41696	36311.2	42902.3	25020.5	34956.7	32866.2	39335.6	35036.1	35477.8	35226.2	34630.7	30206	35603.5	46872.9	43014.4
Q502J9	Q502J9_DANRE	mrpl30		36629.8	26000.4	36153.7	25634.4	24050.1	21609.8							23924.3	32120.1		
Q502K1	EXOG_DANRE	exog		9543.35		10104.7		7350.67		11276.2	12773.6			10089.4	14769.7	13494.3	15047.3		
Q502K2	SAMH1_DANRE	samhd1		39591	36296.4			24721.5	19322.4	31630.3	22513.4	17081	11796.4	22910.3	23227.6	31534.5	23769.4	22106.5	
Q502K9	SELT2_DANRE	selenot2		31288.8	28947.9	30959.4	29832.8	28410.8	26512.3	28945	20364.8	18673.7	21193.4	28705.8	32737.2	33121.5	31637	22295.5	11637.1
Q502L1	ACB5A_DANRE	acbd5a					10553.4	10769.9	13141.2				21136.4			6159.37	5339.94	12919.6	24513.3
Q502L2	PGAM5_DANRE	pgam5		34414.7	36528.5	35020.1	29786.1	30980.4	34070	34064.4	40310.6	41233	44181.5	32253.9	37908.8	37298.8	38535.7	32055.6	34437.7
Q502M9	Q502M9_DANRE	elocb		196275	196963	202625	217954	203578	217105	200265	193695	197197	198754	177153	192301	206944	213642	223202	227920
Q502N9	Q502N9_DANRE	rragca		34400.9	34729.7	30888.6	24888	33375.7	38996.4	35727.6	33108.6	19089.3	30504.7	31088.2	36190.1	38094.9	33778	35919.3	37826.9
Q502P0	AR6P4_DANRE	arl6ip4		14401.4	7225.83	9691.7	13038.7	11671.8	11210.5	12175.7	14006.1					11885.9	10444.8	7763.89	
Q502P2	Q502P2_DANRE	homer2		43760	42193.8	36353.3	34758.8	36407.5	35761.4	38523.4	38680.8	48195.5	40088.9	42442.6	40455.5	42688.5	42436.1	41216.1	38299.5
Q502P6	Q502P6_DANRE	ndufs5		191256	181764	207265	212098	223748	216588	219099	235035	257653	238346	202724	215716	234477	234673	173014	188775
Q502Q0	Q502Q0_DANRE	rab12			6070.69	8232.38			5516.47	6549.89			8116.02					10827.5	8389.07
Q502Q7	Q502Q7_DANRE	prph		24320.1	26120.7	26493.6	26057.6	26692.5	26817.7	25041.7	27195.7	41404.4	38817.7	25831.1	28405.3	24610	23086.7	40087.2	48283.4
Q503C0	Q503C0_DANRE	fkbp3		139082	131660	165606	156188	133175	126827	132154	126324	106614	127600	129374	138445	141926	143933	158871	160628
Q503C7	Q503C7_DANRE	pygma		40947	49466	36207.6	42469.7	48790.8	36306.2	42313.1	34871	58810.1	39799.2	43771.6	45326.2	33802	41652	55456.3	58898
Q503C8	NUDC1_DANRE	nudcd1		23338.2	23730.3	24034.3	21852.9	24717.9	25805.3	22114.6	15478.4	26256	14871.4	28335.5	24011.3	19580.7	25359.4	20375.4	23484.6
Q503D5	Q503D5_DANRE	vbp1		14328.2	17242.2	19584.1	17114.8	15475.6	16413.5	16948.8	18105.4	12759.3	16173.7	16962.6	17356		9583.29	21095.2	22514.2
Q503D7	Q503D7_DANRE	rbm14a		21075.3	22053.6	24340.1	26356.6	19494.4	22985.9	21451.5	23679.1	20293.7	24865.4	26424	19250.2	15678.2	22394	26818	22489.6
Q503D8	Q503D8_DANRE	txndc12		225580	228704	208668	209638	209660	207080	182996	200866	144656	155330	217360	196291	261190	268290	200370	178132
Q503E2	Q503E2_DANRE	prep		85523.4	85052.9	87986.8	89104.9	101783	100515	100572	101058	133929	125172	99903.3	103765	94416.8	89617.1	101381	110464
Q503E3	Q503E3_DANRE	prmt5		29989.9	33302.1	31187.6	33814.1	29664.5	28487.4	32610.2	29054.1	19969.1	27716.8	27195	30591.7	33077.1	32097.9	22667.3	24452.5
Q503E9	IMA6_DANRE	kpna5				14006.4	12805.2	17501.6	20265	7593.94	16173	43712	32020.7	14943.9		9466.45		27741	34572.8
Q503F8	Q503F8_DANRE	crot		51372.2	53633.7	48506.7	45341	81431.9	78898.4	87749.9	83263.6	75498.3	74034.8	64085.1	65036.9	64032.3	57992.7	49419.5	48493.7
Q503F9	Q503F9_DANRE	pudp		35938.5	40084.2	38266.1	38094.4	43868.5	40775.3	44139.9	43720.8	47619.3	49041	49019.4	43549.4	43556.9	39208.6	37142.4	26430.3
Q503H8	Q503H8_DANRE	tspan2a			12065.2	16369.6			22891.3	9595.03	20887.1		48807.1					51710.6	78996
Q503I8	NGLY1_DANRE	ngly1		20458.1	17021.9	15461.3	16967.6	21168	22059.2	18583.7	14766.1	18377.7	16965.9	20318.4	18121.7	21955.1	21345.9	20647.9	17701.7
Q503J3	Q503J3_DANRE	tmpob		339281	332507	381494	369936	336959	351171	356539	361146	382456	374987	395271	405290	377565	366060	407975	431272
Q503L9	NXN_DANRE	nxn		17418	16786.4	11928.3	10237.1	15325.7	13344.5	18151.4	12748.6	11125.9	12282.9	14340.1	17561	18787.3	18249	12170.9	13459.1
Q503M9	Q503M9_DANRE	zgc:110425		413438	448958	592818	580272	521877	552977	563825	542156	368628	393293	499913	514978	601095	602151	797914	1.24133e+06
Q503N6	Q503N6_DANRE	syngr3a		31808.3	43614.9	40628.6	41420.5	49193.7	59068.9	40650.6	45492.7	54687	70072	22491.1	17905.6	16292.8	18314.5	55676.3	62128.9
Q503P4	Q503P4_DANRE	itih3a.1		18058.5	16496	30024.5	27784	21776.1	19813	33371.1	30492.9			34853.4	27991.8	39214.7	39582.2	37110.2	36555.1
Q503Q1	MIEAP_DANRE	spata18		41116.7	40970.2	28768	28642	34750.3	34091.1	28984.2	29305.6	34487.2	34003.3	43251.1	44994.1	70236.9	73596.4	31008.2	28597.5
Q503S6	LTOR3_DANRE	lamtor3		8734.51	7076.37	8832.29	9223.33	12673.1	13283.7	7320.27	9141.5	11588.3	13371	12916.6	12499.8	6847.88	5830.75	13108.5	9773.97
Q503S9	Q503S9_DANRE	impa2		13432.6	15812	40583.5	22362.6	26653.5	31539.5	19990.5	21791.3		22797.8		10529			56400.9	61008.2
Q503V0	CHMP6_DANRE	chmp6		25501.9	30467.7	26925	30899.4	33379.7	34418.6	29180.8	32224	39191.9	30542.2	35829.1	25526	24516.2	26956.8	32368.5	38664
Q503V1	CYBR1_DANRE	cybrd1		10039.5	10077.9	10191.8	12402.3	8329.38	8900.14	6431.8	5261.66		7167.57	10917.4	9583.33	7892.24	8223.39	8033.16	6466.79
Q503V2	Q503V2_DANRE	apoea		12538	8389.85	45910.3	47534.1	22653.8	21720.6	51079.1	50234		8441.3	80266.4	80723.5	55490.3	53420.2	47340.9	44716.2
Q503W7	ATD1B_DANRE	atad1b		14560.5	9727.73		16315.2	12766.9		12317	10681.6		19577.2	15704.8	24334.6	11754.9	17372.5	20562.6	27819.1
Q503X4	Q503X4_DANRE	mrps17		12156.4		19935.9	19556.7	17748.7	17934.5	19693.6	16117.4	27204.6	20308.9	18246.8	17796.3	23569.3	27148.2	16114.7	19832.4
Q503X5	Q503X5_DANRE	fabp4b		371271	378734	544589	589676	598177	747175	490020	553164	690831	1.07233e+06	460700	435050	457991	461248	843423	1.08235e+06
Q503Y0	Q503Y0_DANRE	endog		13431.3	10247.4			10014	3894.43	17211.4	13273.3	26865.8	18107.7	8122.68	8279.12	5917.71	13658.6	3154.13	3895.97
Q503Y7	PIN4_DANRE	pin4		30365.4	26625.8	33256	23564.7	29108.1	26033.2	32369.5	25821.7	13909.6	17372.5	24682	21637.4	48715.5	48303.4	23783.2	21229.5
Q504A4	Q504A4_DANRE	zgc:109982		14824.8	16452	20723	18427.2	25323.2	22741.7	26736.3	23736	18584	17361.8	24690.8	23886.4	25022.1	27000.1	20786.4	19420.5
Q504A5	TPMT_DANRE	tpmt		51923.9	49199	46482.6	51469	45715.8	53485.6	49259.7	52692	71054.5	59299	45156.2	46458.5	44300.8	43880.6	72506.7	67779.2
Q504B1	Q504B1_DANRE	sub1a		203739	187451	238378	241193	205682	206894	228591	221414	197601	175071	250052	235634	228820	234028	234019	232222
Q504B4	Q504B4_DANRE	cox7a2a		1.24042e+06	1.23573e+06	1.12697e+06	1.14951e+06	1.3005e+06	1.24932e+06	1.22997e+06	1.21145e+06	1.44004e+06	1.48814e+06	1.44917e+06	1.34951e+06	1.26662e+06	1.25583e+06	983630	951379
Q504C0	Q504C0_DANRE	uchl3		109801	109682	103921	106252	98771.9	104997	143092	150659	92528.9	115882	159137	157484	135212	143424	108258	98188.2
Q504C3	Q504C3_DANRE	sarnp		443635	447306	474391	477531	485978	484031	479899	478310	371510	495000	440248	470034	503142	446256	505261	519889
Q504D1	Q504D1_DANRE	mrpl13		26268.9	25349.5	12384.4	15495.8	13650.4	14473.3		8628.83		10899.1		19620.5	22523.1		12378.4	
Q504E5	Q504E5_DANRE	fahd1		26132.2	25163.6	41207.1	35225.4	31253.6	33573.8	23897.4	26669.1	41834.6	31782.8	29626.7	24835.9	27451.7	27896.2	29880.6	26070.1
Q504E7	SZRD1_DANRE	szrd1		7549.79	8021.09	13585.6	10944.5	9558.18	13179.8	11214.8	9664.66	5080.46	12703.8	4762.15	5219.75	5496.63		15937.9	14923.6
Q504F5	Q504F5_DANRE	capn2b		101861	89933.2	63614	68364.7	64177.2	64365.7	62262.8	57888.6	41827.1	37167	64639.6	63789.3	64405.2	61346.4	113892	105603
Q504F8	Q504F8_DANRE	pgpep1		14787.7	12819.2	12686.1	11232.6	12681	13275.2	13209.9	12898.5	12558.4	13319.2	17650	11351.9	14161.9	10731	14327.9	16884.8
Q504F9	Q504F9_DANRE	grhpra		89909.3	74476	91136	87606.8	90511.3	98347.5	102708	91082.5	137371	94338.5	89296.7	93732.4	86720.3	90781.3	90730.6	112928
Q504G3	Q504G3_DANRE	cyp46a1.1		30492	27330.9			21058.9	17928.7	20914.1	24197.4		22694.9	27278.1	17987.3	25142.5	33392.8	16512.4	
Q52JI3	Q52JI3_DANRE	crybb3									17382.3			43541.8	47602				
Q52JI4	Q52JI4_DANRE	crybb2		32276.4	26160.4					20737.1	47953.9			73929.7	84943	30191.5	32953.8		
Q52PJ5	DPYL3_DANRE	dpysl3		679090	727540	693719	692305	640039	710710	641033	718083	985498	1.03972e+06	666068	633458	545821	616023	999759	1.15226e+06
Q52PJ7	Q52PJ7_DANRE	dpysl5a		397905	383694	379209	389624	350783	372763	353764	350584	422763	435560	413547	396797	415282	397590	389466	418449
Q52PJ8	Q52PJ8_DANRE	dpysl5b		373986	371003	354041	361737	344135	349346	344491	367222	444112	488859	372094	363048	361996	345393	440267	491000
Q52WY2	Q52WY2_DANRE	cdc42		309157	292087	305580	296109	288534	276395	284062	281765	404781	291403	320859	319606	311141	325419	286129	305510
Q53VM5	Q53VM5_DANRE	ppm1e		219521	210497	174111	168458	195493	184760	199326	185599	230181	234298	219238	223798	228141	214667	189303	180506
Q561S1	Q561S1_DANRE	hsd17b8		9746.97	7893.45	8820.86	10828.8	6559.88	4639.82	9814.6	7590.72	9106.19	7207.01	14033		7127.44	11516.7	9985.84	6172.51
Q561T2	Q561T2_DANRE	ppie		13759	6818.78	15805.3	17108.7	17975.2	16828.5	16251	16844.8		12158.1	12387.6	12587.4		2922.61	12808.8	17115.2
Q561T3	Q561T3_DANRE	kctd12.2		20545.3	24090	30627		33061.8	32278	32238.7	30960.2	34420.7	21831.3	29322.3	35559.1	35849.1	39692.3		
Q561T4	Q561T4_DANRE	npepl1		151897	167301	181694	197221	182491	206982	191188	202992	192416	215843	136872	144196	109548	119388	240090	273656
Q561T8	Q561T8_DANRE	dctn4		45832.5	47119.8	52694.4	49521.6	35546.9	41369.7	45344.6	47028.9	40425.5	52651.7	55606.4	49257.2	54575.1	53129.1	57470.5	56466.7
Q561W9	Q561W9_DANRE	pex19		39890.4	42615	44370.3	39856.5	42200.1	46884.4	43979.6	44719.8	64234	54554.7	53563.6	47595.7	44641.1	40715	58415.1	59696.7
Q561X0	NEPR1_DANRE	cnep1r1		13841.8	8414.78	14460.3	15912.5	12822.1	11431	13848.3	15576.6	9983.68	7843.14	17240.3	18662.3	16999.3	21516.7	7183.62	9089.7
Q561X2	Q561X2_DANRE	tmed9		19050.7	25417.8	31471.5	37030	22463.5	28389.1	17398.7	16155.3	58633.9	91929.1	23815.5	19519.1	21768.8	17126	89106.8	110411
Q561X9	DHRS6_DANRE	bdh2		47776.4	52629.5	57546.2	63665.7	56830	67276.1	54537.7	61920.2	56250.8	66407.2	39108.1	44964.5	36461.5	43067.9	79255.6	82843.7
Q561Y0	DAA10_DANRE	dnaaf10		13056	10698.3	14970.7	11824.5	11474.4	11628.4	15204.4		8941.49	10139.8	12635.8	14090.3	17764.9		12779.3	
Q561Y1	Q561Y1_DANRE	psmd4b		247273	226484	238154	222022	235917	227946	234607	229918	215688	212436	275086	261993	281304	260919	236434	273689
Q564A4	Q564A4_DANRE	bcl2a		28155.7	21488.5	27467.5	23942.1	30637.2	33885.9	18932.5	30651.3	25014.5	29307.3	42811.5	40530.9	39755.9	29712.2	29816.8	28809
Q566P4	Q566P4_DANRE	serpinh2		26952.5	25398	26989	24304.2	18406.3	16578.9	25558.3	27685.6	23962.8	21910.3	27591.8	25118.4	16003.7	23493.1	38112.8	41660.5
Q566S4	Q566S4_DANRE	ndufs3		231587	236186	243710	247395	237926	237276	241562	242230	239751	241905	244933	235107	264299	257894	192773	206646
Q566S6	DRS7B_DANRE	dhrs7b		78945.4	86340.2	89976.3	90429.1	78057.9	73634.5	73649.1	74166.6	80901.6	98132.6	78737.8	83526.7	97599.9	97442.5	60515.6	57459.4
Q566S7	Q566S7_DANRE	mrps18b		30149.3	17264.8	13840.7	23879	14293.5	19614.6	21816.2	16867.6	27517.6	21486.4	30431	29190.5	31576.1	31296.2	18557.2	18768.8
Q566T5	Q566T5_DANRE	prmt3		17474	11956.9	18005	20017.5	15838.8	20100.5	16899.9	21815.4	10865.4	12646.6	24432.4	21914.7	25431.5	25050.9	15578	10403.2
Q566T6	Q566T6_DANRE	lgals3bp.2				65636.7	66088.9	57433.2	50211.7	42652.4	41698.2		10075	31595.9	30655.3	21078	20502	78801.2	75653.6
Q566U2	Q566U2_DANRE	nsdhl		14698.7	12569.8	14422.4	9104.38	11807.9	13669.4	17605	17279		13408.2	24561.9	18776.1	15379.7	18500.6	14941.1	
Q566V0	ARCH_DANRE	zbtb8os		38038.2	35243.3	38192.1	36548.6	35125.6	31140.9	37001	31689.2	24583.4	28397	29719.2	32156.4	34405.4	28949.1	38590	34345.3
Q566W5	Q566W5_DANRE	frg1		39423.8	50148.6	46712.9	46748.6	45504.2	47053.1	39623.3	46519.6		43130.5	51239.5	42512.3	50242.7	48889.6	41058.7	
Q566W6	Q566W6_DANRE	cirbpa		758234	714781	696882	778618	879234	871873	1.13632e+06	1.21252e+06	909611	896654	709619	753175	831460	814293	737562	789955
Q566X4	Q566X4_DANRE	alkbh7		15170		14444	15917	11396.1	11744.5	15219.7	11073.1	11605		16986.2	16159.5	9082.6	20850.8	12629.7	9297.42
Q566Y1	ELP4_DANRE	elp4		16776.5	25393.5	21597.3	24741.4	20102.1	17518.5	16560.6	22541.6	26200.6	21548.7	20683.5	16410.3	14072.6	16018.9	15192.9	14469.4
Q566Y4	Q566Y4_DANRE	higd2a				2877.18	2642.17	3230.22	2259.89	2574.52	2647.56	3294.39	2996.82	1588.87	2974.57	2070.91			
Q566Y8	MGN_DANRE	magoh		168345	171450	173380	179097	170661	193808	172647	210511	132377	183791	165356	159345	180766	189455	212266	227746
Q566Z9	Q566Z9_DANRE	arf4b				81546.6				64545.7	69161.6	93606.6	74258		47878.3	62342.7	51661	110510	
Q567A1	Q567A1_DANRE	gpd1a		22026.6	18295.8	19481.2	25723.3	20316.9	20100.3	38039.6	36336.1	32729.8	31611.1	15228.2	17064.1	29125.2	22794.2	13394.6	14177.5
Q567C7	Q567C7_DANRE	pecr				5116.02	6460.18		5950.55			7076.83	8393.21			5318.52	4071.51	12288	22231.3
Q567D1	Q567D1_DANRE	prkar1ab		131951	133327	116817	117230	112527	105665	133364	133448	74632.4	87212.1	124436	121382	150573	143872	94184.9	93486.8
Q567D4;Q7ZUB6	Q567D4_DANRE;Q7ZUB6_DANRE	mpped2;mpped2a		22317.1	20300.2	10264.4	11250.1	17730	18561.7	22613.2	15752.4		22652.2	17512.1	16829.7	15426.6	16112.3	15020.3	18546.6
Q567D7	Q567D7_DANRE	slc27a4		63511.1	62335.3	65875.7	69215.2	61083.5	65740.2	66596.2	64860.8	93562.8	79377.3	72712.6	67728.2	67453.2	66447.8	63691.2	71092.4
Q567F7	Q567F7_DANRE	ube2g2		14026.9	16662	27036	21664.1	27084.7	17421.8	14824.1	28219.6	33820.3	20675.8	24758	18431.6	14039.4	15298.3	26744	24537.2
Q567F8	Q567F8_DANRE	cops6		71275.9	68438.7	69085.3	65599.1	71246.7	70717	68173.8	70197.1	66440.3	57918.8	70562.6	69515.9	71364.6	69064.3	64192.1	60320.4
Q567G0	Q567G0_DANRE	hmgb3b		69837.5	73173.8	77191.9	76036.7	92337.6	87535.7	101296	107470	84282.5	88696.4	69369.9	71350.8	97746.3	101742	65377.6	69361.9
Q567K2	Q567K2_DANRE	esd		155717	154163	158865	165494	158652	156542	133993	127847	165259	181059	115617	125699	126268	124548	177186	189181
Q567K5	Q567K5_DANRE	dcxr		25055.2	22303.1	19310.3	18772.2	31421.6	29657.4	31886.7	29590.4		8753.65	29513	33954.6	13561.1	11869.6	20901.8	23749.9
Q567N5	Q567N5_DANRE	rpl6		681601	650397	731662	756375	753783	752282	859268	797834	813010	767119	736157	680948	697288	767506	656631	761365
Q567V5	Q567V5_DANRE	snrpd2		76592.7	77644.3	77377.9	75420.8	87183.8	86821.5	106556	96318.4	81576.3	69942	63799.2	61324.2	75277.4	80147.8	94816.1	124940
Q567V6	EIF3K_DANRE	eif3k		81433.6	83525	91329.5	87625.2	82812.1	84827.2	81390.3	81409.3	100749	93220.5	75747.6	80408.3	84355	86181.4	95138.7	123589
Q567W4	Q567W4_DANRE	mrps25		22518.1	25894.5	34003.4	27551.2	24871.4	24145.4	30883.9	26109.1	36118.5		31608.2	34453.8	31518.5	29052	27920.1	31396
Q567W8	Q567W8_DANRE	ppp1r14aa		23334	23421.3	23925.6	23136.4	21999.4	20812	22661	19458.1	29667.5	27066.1	18455.5	18506.8	17974.3	18386.1	22372.8	23441.2
Q567X3	Q567X3_DANRE	gnpda1			20790.8		17406.4	20998.6	14660	21176.3	14490.5	17621.3	14043	28473	18323.9	25288.4	28959.6		
Q567X7	Q567X7_DANRE	pdlim1		57856.1	57654	64241.4	66981.1	65471.2	53730	52672.1	45020.8	36873.6	38060.3	75107.2	75567.5	57925.3	49516.1	65238.3	64936.1
Q567Y2	Q567Y2_DANRE	rgra		87030.3	102515	123473	117114	112608	125536	111944	137397	112231	115134	70229.6	69731.9	81460.6	73794.4	109711	103381
Q567Y3	Q567Y3_DANRE	stx6		21364.4	22418	18285	15412.4	17006.6	18625	15740.1	17073.9	16860.5	24831.3	21016	25241	16236.3		28174.3	21154.6
Q567Y4	Q567Y4_DANRE	ndufb9		300385	296093	246920	256293	355194	342212	620777	621121	356300	381165	288671	314438	444670	474414	192927	178794
Q567Y8	Q567Y8_DANRE	ppp2caa		58378.3	58825.2	63827.4	60836.2	64119.4	68704.8	51872.7	61628.7	99441.4	83285.9	74943.4	75586.9	60322.1	62754.1	77582.4	87130
Q567Z7	BUD31_DANRE	bud31		7592.55	10677.2			7038.47	6336.13	15412.5	11638.3			3929.16		12316.4	10808.7		
Q567Z9	Q567Z9_DANRE	commd10		6174.92	14357.2	14690.7	12925.8	13606.7	15312.1	14142.2	15952	7772.22	13761.3	11578.4	13185.1	10838.4		10603.2	13386.8
Q568A0	PKRI1_DANRE	prkrip1		9418.82	10844.4	8550.42	9210.22		13951.6	11167.2	11742.5	17437.5	11908.2	17878.8	14333.6	17535.6	14984.6	8145.32	10750.1
Q568B3	Q568B3_DANRE	septin10		66835.7	69856.2	83552.3	90420.3	62692.3	72328.5	60157.9	59868.5	58987	71566.9	62926	61128.6	53773.7	53322.8	80974.4	96865.1
Q568D0	Q568D0_DANRE	histh1l1		953216	997994	1.43427e+06	1.52075e+06	1.27434e+06	1.43833e+06	1.29327e+06	1.55419e+06	1.17235e+06	1.3344e+06	1.02972e+06	961121	1.4154e+06	1.31713e+06	1.4407e+06	1.65861e+06
Q568D8	Q568D8_DANRE	arhgap1		739977	721800	570276	559151	610527	571900	637725	617563	719085	662223	704936	705494	733482	726746	549173	553538
Q568E7	Q568E7_DANRE	zgc:86794		37535	39673.4	28575.4	29665.7	35347.8	42847.4	28846.1	35519.1	95562.7	71867.2	46550.5	47919.9	66953.1	59616.2	59612.1	67443.2
Q568H0	Q568H0_DANRE	epcam																27642.6	25612.2
Q568H8	Q568H8_DANRE	polr2h		55989.3	49396.9	58913.8	56807.4	67106.6	60859.1	62106.9	62572.6	53531.4	71521.6	55155	52895	59988.7	64197.1	53897.8	52513.5
Q568J5	Q568J5_DANRE	lypla1		32849.1	30822.9	29652.1	30430.1	29883.9	32832	32836.3	38947.4	40510.4	46156.8	13181.3	14070.5	26653.4		22649.7	27809
Q568J7	Q568J7_DANRE	icmt		118286	83117.1	91339.1	70515.4	87507.8	76419	102783	87858	45268.1	41441.7	95805.2	78588.5	132587	104993	64852.8	54973
Q568K1	Q568K1_DANRE	pcyox1		36014.9	31290.6	37235.2	31221.8	36649.3	36659.5	41459.6	34979.1	41146.9	37477.9	37807	34085.9	38257.8	41378.1	29391	28667.2
Q568K2	PP1RB_DANRE	ppp1r11		46885.9	47660.2	48307.6	47377.4	50427.9	41949	50399.4	46286.1	56014.1	41629.6	53183.5	51412.6	50181.7	53278.4	45191.7	41354.9
Q568K5	NAA40_DANRE	naa40		1609.26	1558.93	1689.51		1912.9		2298.79	2262.62			1941.95			1439.5		
Q568K6	Q568K6_DANRE	uros		14957.8	15558.9	24574	19576.1	21746.8	14087.1	19461.9	15599.1	20476.4	9489.25	23619.8	22765.7	26356.5	25379.6	19943.2	16261.7
Q568K9	FA50A_DANRE	fam50a		46093.5	38772.9	54654.4	51371.4	48312.6	47134.6	44736.9	45929.4	44580	49186.9	51888.9	45800.8	49511.4	48976.4	51221.2	52401.8
Q568L5	A1A1B_DANRE	akr1a1b		46185.2	46470.8	54550.9	51203.8	51876	51402.5	53759.5	49695.9	63357.7	43533.9	50771.3	51906.7	43140.8	45159	53290.8	53873.9
Q568L9	Q568L9_DANRE	alad		167542	177725	251045	253797	225932	224599	185410	198783	176349	215089	172319	197718	160322	172108	204748	222747
Q568M0	Q568M0_DANRE	rras2		44282.2	44564.6	31641	31854.9	39305.7	31521	30098.4	29129.7	39917.5	37167.4	43029.6	42121.8	45076.8	41148.8	31805.5	38112.9
Q568M3	CRLF3_DANRE	crlf3		61170	63979.5	34870.7	37298.3	35018.6	37066.8	37733.9	36557.4	44698.2	47617.4	45555.5	41751.4	38813.3	39861.5	37687.6	41168.4
Q568N3	TIDC1_DANRE	timmdc1		23060	24727.6	18888.2	21909.2	26387.3	26840.7	17917.3	21610.3		18898.7	28787.1	22760.1	24167.7	24993.2	19719.8	19410.2
Q568N9	Q568N9_DANRE	ppa1b		422316	455793	533330	551123	575655	608283	538930	594593	680950	702105	531588	519200	440673	458225	611192	615070
Q568P5	Q568P5_DANRE	stk11		15252.6	15135	12523.6	14857.3	13946.3	8637.57	11347.6	10286.8					23739.3	20878.2	12468.2	7397.01
Q568Q5	Q568Q5_DANRE	necab1		10625.8	8382.51	12919.3	11886	13435.8	15633.3	8359.36	5729.35	10336.7	13890	4505.5	5328.71	5737.9	7970.88	19069.5	22940.2
Q568Q7	Q568Q7_DANRE	stmn1b		658145	690207	732693	752906	658984	715145	701623	762124	655470	787360	642822	634788	504695	557450	816426	860352
Q568R1	NSRP1_DANRE	nsrp1		18822.2	20439.9	16910.4	19737	22089.2	21412	19177.2	12063.2	19963.7	20895.5	22840.4	24414.1	23102.3	20622.3	27773	21736.6
Q568R2	Q568R2_DANRE	atg16l1		22125.8	17615.5	23592.2	20075.7	17747.6	16891.2	10029.9	12265.3		18585.4	19474.4	23063.1	21818.4	21732.4	19185.1	
Q568R9	Q568R9_DANRE	sncga		585988	666431	740588	768454	597708	630803	525438	623029	622994	705898	570009	499572	476130	454314	923236	976911
Q568S6	Q568S6_DANRE	ca8		9595.09	7810.49	7909.15	10259.8	10669.5	8466.88	4982.42	8795.47	13629.4	14367.4	13841.2	9713.76	16286.1	13474.8	16010.4	15491.4
Q568S9	Q568S9_DANRE	aspscr1		44013.1	43283	37521.7	37299.3	35813.5	34154.7	39910	37648.9	32922.4	39889.2	45493.6	42931.6	53606.3	52178.8	27577.9	31574.2
Q568V3	FBX50_DANRE	nccrp1		210393	211376	199797	202559	191716	198538	159376	161482	193228	185351	152383	147420	142713	143971	214780	215901
Q568W0	SELW_DANRE	selenow		31818.4	32766.5	35069.1	31303.3	27086.6	28029.9	28588.8	33348.8	33034.7	22426.7	40214	31907.1	23795.1	33911.5	40931.6	35815.7
Q56A35	ARP2B_DANRE	actr2b		87124.6	78672.8	66657.2	63892.9	75381.8	74602	80192.9	76112	79444.8	86569.6	98400.7	94221.1	105934	105694	77129.8	93973.8
Q56A55	MITOS_DANRE	abcb8		107982	102030	94703.4	69118.2	81494	78566.5	98527.5	98807.6	90581.9	92590.9	110467	96846.5	110658	101372	60532.6	58861.1
Q58EB0	Q58EB0_DANRE	zgc:110843		487868	483645	417171	422852	446840	439052	449176	444016	450378	496961	449131	462533	509499	528370	370850	364008
Q58EB4	HIBCH_DANRE	hibch		154055	146194	126834	123839	153991	148473	159450	154836	81858.6	90171.9	166560	159293	159752	153736	122570	115256
Q58EE9	GFAP_DANRE	gfap		430589	449104	381116	396550	441545	464727	400612	429058	409541	445827	398315	373289	338474	331630	465801	506430
